1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0,0,0,0,0,0,0,1,0,0,0,19979.63917,17834.79083,31698.44063,11041.6,709000,715.0890771,11041.6
0,0,0,0,0,0,0,0,0,0,1,0,288.8833333,5974.34671,6298.578349,4.1,1760000,715.0890771,4.1
0,0,0,1,0,0,0,0,0,0,0,0,5633.764667,204.65,837.0636364,37.45,2050000,715.0890771,72.8
1,0,0,0,0,0,0,0,0,0,0,0,5592.968958,1124.685625,4267.897333,358.8933333,151000,715.0890771,77.1
0,0,0,0,0,0,1,0,0,0,0,0,7879.162727,5974.34671,178,152.25,2240000,715.0890771,178
0,0,0,0,0,0,0,0,0,1,0,0,10648.86897,5974.34671,5931.211212,1668.3,1530000,715.0890771,1668.3
0,0,0,0,0,0,0,0,0,0,0,1,415.4555556,949.4666667,14.3,14.3,6800000,715.0890771,14.3
0,0,1,0,0,0,0,0,0,0,0,0,11.6,17834.79083,7763.500455,11.6,126000,715.0890771,11.6
0,1,0,0,0,0,0,0,0,0,0,0,14095.31733,26486.95286,14727.29571,27127.675,31200000,715.0890771,8.2
0,0,1,0,0,0,0,0,0,0,0,0,4536.984348,392.3,7521.020698,392.3,13500000,2680.149565,392.3
0,0,0,1,0,0,0,0,0,0,0,0,11350.15265,5974.34671,8130.777143,556.52,245000,715.0890771,556.52
0,0,0,0,0,0,0,1,0,0,0,0,7379.644333,477.4411111,48.4,48.4,162000,715.0890771,48.4
0,0,0,0,0,0,1,0,0,0,0,0,432.2,991.885,432.2,432.2,844000,432.2,432.2
0,0,0,0,1,0,0,0,0,0,0,0,399.17625,66.2,53.55,5.2,127000,715.0890771,5.2
0,0,0,0,1,0,0,0,0,0,0,0,313.85,5974.34671,425.2,425.2,451000,715.0890771,425.2
1,0,0,0,0,0,0,0,0,0,0,0,4170.947273,16273.9092,1516.26,5250.444779,738000,715.0890771,1516.26
0,0,0,0,0,0,0,0,0,0,0,1,218.28,25503.6586,25424.65862,91.4,994000,715.0890771,91.4
0,0,0,0,0,1,0,0,0,0,0,0,3463.821538,17834.79083,49.3,49.3,898000,715.0890771,49.3
0,0,0,0,0,0,0,0,0,0,1,0,0.1,5974.34671,10463.25663,424.25,482000,715.0890771,0.1
0,0,0,0,0,0,0,0,1,0,0,0,2121.573704,10.5,10.5,10.5,1500000,715.0890771,10.5
0,0,0,0,0,0,0,0,1,0,0,0,305.14375,61.29,147.8255556,55.392,398000,715.0890771,61.29
0,0,0,0,0,0,1,0,0,0,0,0,57.82666667,5974.34671,8.05,8.05,173000,715.0890771,8.05
0,0,0,0,1,0,0,0,0,0,0,0,33320.29639,24981.61403,21626.96421,26654.8275,1550000,715.0890771,53880.3
0,0,0,0,0,0,0,0,0,0,0,1,4240.092308,27294.68953,6776.428571,301.6,131000,715.0890771,301.6
0,0,0,0,0,0,0,1,0,0,0,0,25504.93167,36862.19375,40709.50595,5058.35,439000,715.0890771,10108.4
0,0,0,1,0,0,0,0,0,0,0,0,941.1095238,68.6,68.6,68.6,1690000,68.6,68.6
0,0,0,0,0,1,0,0,0,0,0,0,558.27,152.9,34.89333333,0.1,160000,715.0890771,0.1
0,0,0,0,1,0,0,0,0,0,0,0,11306.20914,3013.5225,3094.62,781.9,199000,715.0890771,781.9
0,0,0,0,0,0,1,0,0,0,0,0,6729.663939,5974.34671,521.938,502.305,2380000,715.0890771,400.2
0,0,0,0,0,0,0,0,1,0,0,0,14636.51545,609.4311111,46.27,46.27,461000,715.0890771,46.27
0,0,0,0,0,0,0,0,0,0,1,0,6729.663939,5974.34671,6298.578349,5250.444779,19000,715.0890771,0
1,0,0,0,0,0,0,0,0,0,0,0,4445.086364,1974.44,7524.375,788.765,257000,715.0890771,272.13
0,0,0,0,0,1,0,0,0,0,0,0,6729.663939,7.4,24.73333333,7.4,71200,715.0890771,7.4
0,0,0,1,0,0,0,0,0,0,0,0,9141.655741,27294.68953,9663.022857,6062.88,17900000,715.0890771,506.86
0,0,0,0,0,0,1,0,0,0,0,0,5.8,5974.34671,5.8,5.8,76900000,715.0890771,5.8
0,0,0,0,0,0,0,0,1,0,0,0,24687.52792,17834.79083,2398.9,1259.2,28500000,715.0890771,1259.2
0,0,0,0,0,0,0,0,1,0,0,0,31292.73788,22347.73957,27405.93265,27473.95667,1790000,715.0890771,68280.2
0,0,0,0,0,0,0,0,1,0,0,0,19898.76667,8519.7855,9331.343333,27749.625,10800000,4796.218182,5197.45
0,1,0,0,0,0,0,0,0,0,0,0,6729.663939,3.4,18.8525,5250.444779,394000,715.0890771,3.4
0,0,0,0,0,1,0,0,0,0,0,0,169.985,5974.34671,31.3,24.8,31900,715.0890771,31.3
0,0,0,0,0,0,0,0,0,0,0,1,479.4571429,5974.34671,306.7714286,1.1,16100,715.0890771,1.1
0,0,0,0,0,0,0,1,0,0,0,0,17805.4963,17834.79083,6298.578349,8506.3,2940000,715.0890771,8506.3
0,0,0,0,0,0,0,0,0,0,1,0,6729.663939,5974.34671,6298.578349,5250.444779,69200000,715.0890771,0
0,0,0,0,0,0,0,0,1,0,0,0,25506.085,4390.164167,6317.790313,10588.20333,1300000,715.0890771,10738.7
0,0,0,0,0,0,0,1,0,0,0,0,20.06,5974.34671,20.06,20.06,190000,715.0890771,20.06
1,0,0,0,0,0,0,0,0,0,0,0,21605.7324,21622.66038,18925.30615,9079.3,689000,715.0890771,9079.3
1,0,0,0,0,0,0,0,0,0,0,0,27769.00155,17819.19469,17019.8,19874.125,7760000,715.0890771,17019.8
0,0,0,0,0,1,0,0,0,0,0,0,135.17,5974.34671,171.4925,172.35,948000,715.0890771,172.35
0,0,0,0,0,1,0,0,0,0,0,0,4926.974151,10472.30455,1140.648333,1193.386667,178000,715.0890771,1557.83
1,0,0,0,0,0,0,0,0,0,0,0,30563.5125,17834.79083,5803.066667,880,142000,715.0890771,880
0,0,0,0,0,0,1,0,0,0,0,0,10494.43136,8158.250714,12830.13017,11315.068,1190000,715.0890771,41216.1
0,0,0,0,1,0,0,0,0,0,0,0,12041.19679,17657.01292,2447.934,3440.25,96600000,715.0890771,60.5
0,0,0,0,0,0,0,0,1,0,0,0,29267.62614,23350.55545,37779.87322,26654.8275,95400000,715.0890771,34468.8
0,0,0,0,0,0,1,0,0,0,0,0,417.8,3854.820833,190.66,226.1,45500,715.0890771,226.1
0,0,0,0,0,0,0,0,0,0,0,1,37348.45014,18780.7807,47993.79,144067.8,1270000,715.0890771,126800.1
0,0,0,0,0,0,1,0,0,0,0,0,2390.084,5974.34671,6298.578349,5250.444779,897000,715.0890771,0
0,0,0,0,0,0,0,0,1,0,0,0,11.64,5974.34671,2.35,5250.444779,1480000,715.0890771,0
0,0,0,1,0,0,0,0,0,0,0,0,20207.08556,5974.34671,118.73,118.73,23400000,715.0890771,118.73
0,1,0,0,0,0,0,0,0,0,0,0,20525.52875,16550.02698,6298.578349,3839.61,627000,715.0890771,3839.61
0,0,0,0,0,0,0,1,0,0,0,0,198.6666667,5974.34671,25.9,5250.444779,1830000,715.0890771,25.9
0,0,0,0,0,0,0,0,1,0,0,0,13776.329,510.5928571,17756.5,270.6,211000,715.0890771,405.9
0,0,0,0,1,0,0,0,0,0,0,0,16704.22215,26486.95286,21433.32561,10509.04,221000,715.0890771,1430.8
0,0,0,1,0,0,0,0,0,0,0,0,14790.562,17834.79083,5421.266667,227.1,4700000,715.0890771,433.5
0,0,0,0,0,0,1,0,0,0,0,0,6729.663939,5974.34671,24.73333333,34.4,17100000,715.0890771,34.4
0,0,0,0,0,0,0,0,1,0,0,0,37001.76651,25077.6026,33205.8446,20161.315,8920000,14043.06,14043.06
0,0,0,0,0,0,0,0,1,0,0,0,14,5974.34671,204.5666667,12.8,2250000,715.0890771,12.8
0,0,0,0,0,0,0,0,0,0,0,1,14243.17169,35552.71559,16565.81656,5653.3,3440000,715.0890771,5653.3
0,0,0,0,0,0,0,1,0,0,0,0,6008.92,6008.92,6008.92,6008.92,5330000,6008.92,6008.92
1,0,0,0,0,0,0,0,0,0,0,0,712.1845455,24,6298.578349,6.3,15800,715.0890771,6.3
0,0,0,0,0,0,1,0,0,0,0,0,6729.663939,17.9,6298.578349,17.9,29200,715.0890771,17.9
0,0,0,1,0,0,0,0,0,0,0,0,9468.944878,16514.06867,6485.172727,2066,1160000,2855.352381,2066
0,0,0,0,1,0,0,0,0,0,0,0,6729.663939,5974.34671,3.8,5250.444779,3120000,715.0890771,3.8
0,0,0,0,0,0,0,1,0,0,0,0,46.55714286,0.9,0.9,0.9,1020000,715.0890771,0.9
0,0,0,1,0,0,0,0,0,0,0,0,26506.27982,15522.3631,21431.37929,35351.1,9370000,715.0890771,35351.1
0,0,0,0,0,0,0,0,0,0,0,1,6729.663939,5974.34671,128.8,5250.444779,1100,715.0890771,0
0,0,0,0,0,0,0,0,0,0,0,1,6729.663939,5974.34671,6298.578349,5250.444779,232,715.0890771,0
0,0,1,0,0,0,0,0,0,0,0,0,52.15,17834.79083,8.8,8.8,385000,715.0890771,8.8
0,1,0,0,0,0,0,0,0,0,0,0,4997.366418,21468.76478,7502.2285,63.6,14200000,715.0890771,63.6
0,0,0,0,0,0,0,0,1,0,0,0,27804.48154,17209.47852,913.285,398.2,36300000,715.0890771,398.2
0,0,0,0,0,0,0,1,0,0,0,0,20509.02228,19542.17565,24294,60463.31,7700000,46103.8325,60463.31
0,0,0,0,0,1,0,0,0,0,0,0,86712.64038,20265.71399,59580.20444,142065.9,1970000,715.0890771,142065.9
0,0,0,0,0,0,0,1,0,0,0,0,40564.57143,36753.33077,60380.91882,34947.2,1020000,715.0890771,34947.2
0,1,0,0,0,0,0,0,0,0,0,0,23774.365,18741.95254,51173.28706,48337.5,4240000,715.0890771,9711.4
0,0,1,0,0,0,0,0,0,0,0,0,126.315,17587.18708,6298.578349,5250.444779,86500,715.0890771,107.62
0,0,0,0,1,0,0,0,0,0,0,0,65.28571429,17834.79083,197.72,2.7,5850,715.0890771,2.7
0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,93200,715.0890771,0.1
0,0,0,0,0,0,0,0,0,0,1,0,26,5974.34671,6298.578349,26.1,835000,715.0890771,26.1
0,0,0,0,0,0,0,0,0,0,1,0,1110.781667,134.5,152.4,827.2666667,183000,715.0890771,188.2
0,0,0,0,1,0,0,0,0,0,0,0,6502.664211,17834.79083,12194.4173,66,76200000,715.0890771,66
1,0,0,0,0,0,0,0,0,0,0,0,13336.83155,3605.63925,5188.235526,11546.5425,464000,715.0890771,4365.37
1,0,0,0,0,0,0,0,0,0,0,0,23038.71949,2690.8032,15432.10412,1653.275,843000,715.0890771,3131.15
0,0,0,0,0,0,1,0,0,0,0,0,7965.337609,780.7560714,9.2,105.6333333,433000,9.2,9.2
0,0,0,0,0,0,0,0,0,0,0,1,56.438,5974.34671,11.71428571,2.45,1440000,715.0890771,0
0,0,0,1,0,0,0,0,0,0,0,0,23695.56629,17297.87631,34171.95971,22855.308,1120000,715.0890771,27387
0,0,1,0,0,0,0,0,0,0,0,0,9076.106579,5390.183415,1127.825,1383.41,212000,715.0890771,361.07
0,0,0,0,0,0,0,0,1,0,0,0,19362.01077,47068.50426,25928.18563,10096.5,1180000,715.0890771,10096.5
0,1,0,0,0,0,0,0,0,0,0,0,8148.126833,16131.75485,120.42,120.42,231000,715.0890771,120.42
0,0,0,0,0,0,0,0,0,0,1,0,792.3091176,16835.53808,126.325,70.3,424000,715.0890771,70.3
0,0,0,1,0,0,0,0,0,0,0,0,6729.663939,0.5,0.5,5250.444779,2540000,715.0890771,0.5
0,0,0,0,0,1,0,0,0,0,0,0,14775.57654,5974.34671,35696.62974,376.6,9360000,715.0890771,376.6
0,1,0,0,0,0,0,0,0,0,0,0,12756.52122,4384.575,4448.344894,1661.763333,134000,715.0890771,2973
0,1,0,0,0,0,0,0,0,0,0,0,24573.61706,5974.34671,9314.1775,1661.763333,894000,715.0890771,1565.29
0,0,0,0,0,0,0,0,0,1,0,0,1121.394167,770.2766667,255.575,265.4,809000,715.0890771,265.4
0,0,0,0,0,0,1,0,0,0,0,0,3108.79375,26405.55159,73.8,73.8,275000,715.0890771,73.8
0,0,0,0,0,0,0,0,0,0,0,1,8049.737133,17834.79083,78.7,44174.8,299000,715.0890771,78.7
0,0,0,0,0,0,0,0,0,0,1,0,14578.18278,26110.32,22450.52143,3507.7,575000,715.0890771,3507.7
0,1,0,0,0,0,0,0,0,0,0,0,5243.874894,17789.6808,9589.221702,26411.2,1010000,715.0890771,332.1
0,0,0,0,0,0,0,0,1,0,0,0,17710.15675,6441.229167,17056.16818,18118.5,1140000,715.0890771,18118.5
0,0,0,0,1,0,0,0,0,0,0,0,18076.40902,26486.95286,26267.20462,11234.81,1060000,715.0890771,5824.77
0,0,1,0,0,0,0,0,0,0,0,0,88.57894737,453.9833333,248.2375,83,122000,715.0890771,83
1,0,0,0,0,0,0,0,0,0,0,0,15599.509,16973.66814,18133.92672,14135.775,272000,715.0890771,8614.07
0,0,0,0,0,0,0,0,0,1,0,0,4307.52381,1124.685625,5020.755686,161.7,3750000,715.0890771,161.7
0,0,0,1,0,0,0,0,0,0,0,0,4875.893448,17834.79083,8132.152857,615.775,242000,715.0890771,9.9
0,0,0,0,0,0,1,0,0,0,0,0,14271.32957,34119.92789,6710.425455,654.4,2130000,654.4,654.4
1,0,0,0,0,0,0,0,0,0,0,0,16056.39684,16973.66814,18415.4408,5434.0475,412000,715.0890771,8090.9
0,0,1,0,0,0,0,0,0,0,0,0,236.5,595.9333333,236.5,236.5,29800000,715.0890771,236.5
0,0,0,0,0,0,0,0,0,1,0,0,13653.41115,7763.93859,13874.62268,22079.62,3260000,715.0890771,13382.28
0,0,0,0,0,1,0,0,0,0,0,0,18242.30276,16963.39643,30989.58667,2027.1,4170000,715.0890771,2027.1
0,0,0,1,0,0,0,0,0,0,0,0,399.9166667,5974.34671,114.36,53.45,81300,715.0890771,76.3
0,0,0,0,0,0,1,0,0,0,0,0,53.29125,18.2,14424.00714,13.16666667,426000,715.0890771,30.1
0,0,0,0,0,0,0,1,0,0,0,0,107.6,21468.76478,6814.753182,1.8,725000,715.0890771,1.8
0,0,0,0,0,1,0,0,0,0,0,0,4334.058049,159.95,487.325,5250.444779,2700000,715.0890771,535.2
0,0,0,0,1,0,0,0,0,0,0,0,15452.62317,17601.19444,1019.566667,1127.325,649000,1147.9,1147.9
0,0,0,0,0,0,0,0,0,0,0,1,6729.663939,5974.34671,6298.578349,3.3,369000,715.0890771,0
0,0,0,0,1,0,0,0,0,0,0,0,14742.93091,16.55,8084.184,16.55,100000000,715.0890771,3.1
0,0,0,0,0,1,0,0,0,0,0,0,14742.93091,16.55,8084.184,16.55,100000000,715.0890771,30
0,0,0,1,0,0,0,0,0,0,0,0,11542.22369,16547.44289,13957.21841,7770.1,587000,715.0890771,14269.6
0,0,0,0,0,0,0,0,0,1,0,0,36620.78088,39908.20556,22879.16625,24188.9,107000,715.0890771,44709.7
0,0,0,0,0,0,0,1,0,0,0,0,40195.1675,36784.48765,22869.46063,43507.835,1840000,43717.15,44554.41
0,0,0,0,0,0,0,1,0,0,0,0,34719.42667,50941.84366,21423.79733,43507.835,1820000,43298.52,42461.26
0,0,0,0,0,0,0,0,0,1,0,0,25943.99143,5974.34671,21423.79733,14214.58667,100000,715.0890771,4416.4
0,0,0,1,0,0,0,0,0,0,0,0,18522.57145,17366.61213,12317.58703,4320,967000,21839.91667,4320
1,0,0,0,0,0,0,0,0,0,0,0,4.88,22789.12808,16216.31792,5.3,1980000,715.0890771,5.3
0,0,0,0,0,0,0,0,0,0,1,0,12969.15948,5974.34671,6298.578349,977.3225,349000,715.0890771,958.9
0,1,0,0,0,0,0,0,0,0,0,0,40606.82,17834.79083,30905.44583,29830.8,5170000,715.0890771,29830.8
0,1,0,0,0,0,0,0,0,0,0,0,16597.76744,24752.07404,26241.94935,36095.86667,21000000,715.0890771,15629.6
0,0,0,0,1,0,0,0,0,0,0,0,6729.663939,5974.34671,110.1,110.1,3580000,715.0890771,110.1
0,0,0,0,0,0,0,0,0,0,1,0,9865.495538,490.8533333,492.7257143,491.6,176000,715.0890771,491.6
0,0,0,1,0,0,0,0,0,0,0,0,8899.010194,11549.026,13209.66791,2091.8,754000,715.0890771,2091.8
0,0,1,0,0,0,0,0,0,0,0,0,16318.37846,25999.16641,77.54285714,23.4,256000,715.0890771,7.7
0,0,0,0,0,0,0,0,0,1,0,0,8962.745455,5390.183415,6506.518519,306.825,856000,715.0890771,285.4
0,0,0,0,0,0,0,0,0,0,0,1,2687.298333,92.38636364,311.9275,11.6,232000,715.0890771,2.8
0,0,0,0,0,0,0,0,0,0,1,0,2.1,2.1,37.45,37.45,4420000,715.0890771,2.1
0,0,0,0,0,0,0,0,1,0,0,0,890.0911111,25591.21,8.94,12.21,1800000,715.0890771,12.21
0,0,0,0,0,0,0,0,0,0,0,1,2837.34,5390.183415,6511.453636,646.6866667,1410000,715.0890771,754.8
0,0,0,0,0,0,0,0,1,0,0,0,12433.5865,84.19,84.19,84.19,4530000,84.19,84.19
0,0,0,0,1,0,0,0,0,0,0,0,18.1,17655.17251,18.1,18.1,63500000,715.0890771,18.1
0,0,0,0,0,0,0,0,0,0,0,1,5385.399403,5083.586667,11985.2796,1832.94,3610000,715.0890771,1276.1
0,0,0,1,0,0,0,0,0,0,0,0,22927.74982,5974.34671,13516.905,19284.8,515000,715.0890771,19284.8
0,0,0,0,0,1,0,0,0,0,0,0,43275.69111,27294.68953,66544.9,65714.25,1440000,715.0890771,66544.9
0,0,0,0,0,0,0,0,0,0,1,0,660.7816667,281.825,312.6933333,7.8,112000,715.0890771,7.8
0,0,0,0,0,1,0,0,0,0,0,0,7356.734688,3315.8,20936.9,441.6,907000,715.0890771,441.6
0,0,0,0,0,1,0,0,0,0,0,0,16101.34406,17516.82557,17685.12,8733.893333,85900,715.0890771,11013.6
0,0,0,0,1,0,0,0,0,0,0,0,11583.16486,13629.52761,18316.46581,8733.893333,539000,12206.3,12206.3
